Datetime,close,BB_Upper,BB_Lower,SMA5,SMA_9,SMA_20,SMA34,SMA_50,SMA_100,MACD,AO,RSI,IFT_RSI,SAR,ROC,high,low
2024-07-17 12:45:00,557.97,558.5,557.59,557.65,557.96,560.21,561.4,561.62,561.37,-1.4,-3.75,35.06,0.72,560.27,-0.34,558.04,557.05
2024-07-17 13:00:00,556.86,558.34,557.36,557.34,557.8,559.83,561.2,561.54,561.37,-1.44,-3.8600000000000136,30.23,0.69,559.75,-0.35,557.96,556.8
2024-07-17 13:15:00,557.38,558.25,557.28,557.35,557.71,559.48,561.01,561.46,561.39,-1.4,-3.659999999999968,34.77,0.61,559.22,-0.23,557.42,556.61
2024-07-17 13:30:00,557.5,558.15,557.22,557.37,557.58,559.13,560.85,561.39,561.39,-1.35,-3.480000000000018,35.81,0.49,558.7,-0.24,557.9,557.3
2024-07-17 13:45:00,557.32,557.96,557.16,557.41,557.48,558.78,560.68,561.3,561.39,-1.31,-3.269999999999982,34.89,0.38,558.28,-0.17,557.81,557.12
2024-07-17 14:00:00,557.34,557.81,557.12,557.28,557.36,558.43,560.51,561.21,561.39,-1.26,-3.230000000000018,35.12,0.25,557.95,-0.16,557.71,556.84
2024-07-17 14:15:00,558.04,557.71,557.15,557.52,557.44,558.09,560.38,561.13,561.41,-1.16,-2.8600000000000136,41.69,-0.3,556.61,-0.1,558.15,557.33
2024-07-17 14:30:00,557.8,557.77,557.18,557.6,557.48,558.0,560.24,561.04,561.42,-1.08,-2.6399999999999864,40.22,-0.71,556.61,-0.08,558.38,557.71
2024-07-17 14:45:00,557.45,557.77,557.19,557.59,557.52,557.88,560.07,560.95,561.43,-1.03,-2.480000000000018,38.03,-0.76,556.68,-0.17,557.99,557.25
2024-07-17 15:00:00,557.6,557.81,557.25,557.65,557.48,557.82,559.9,560.88,561.43,-0.97,-2.25,39.53,-0.85,556.75,0.04,557.99,557.04
2024-07-17 15:15:00,558.07,557.83,557.24,557.79,557.61,557.79,559.77,560.81,561.42,-0.87,-1.9800000000000182,44.08,-0.99,556.81,0.13,558.2,557.39
2024-07-17 15:30:00,557.28,557.81,557.34,557.64,557.6,557.71,559.6,560.7,561.4,-0.85,-1.9600000000000364,38.79,-0.98,556.88,0.02,558.28,557.1
2024-07-17 15:45:00,556.95,557.82,557.25,557.47,557.54,557.65,559.42,560.57,561.37,-0.85,-1.9499999999999318,36.81,-0.74,556.94,-0.18,557.93,556.95
2024-07-18 09:30:00,558.0,557.89,557.28,557.58,557.62,557.64,559.27,560.49,561.34,-0.76,-1.6899999999999409,46.23,-0.96,556.95,0.2,558.89,557.97
2024-07-18 09:45:00,558.84,558.17,557.31,557.83,557.78,557.65,559.13,560.41,561.32,-0.61,-1.2999999999999545,52.39,-0.85,557.07,0.26,558.88,557.71
2024-07-18 10:00:00,559.16,558.46,557.38,558.05,557.91,557.69,558.98,560.33,561.29,-0.46,-0.9300000000000637,54.48,-0.31,557.18,0.3,559.46,558.42
2024-07-18 10:15:00,558.84,558.59,557.41,558.36,558.02,557.71,558.81,560.24,561.26,-0.36,-0.4499999999999318,51.98,-0.06,557.36,0.27,559.52,558.7
2024-07-18 10:30:00,556.27,558.58,557.11,558.22,557.89,557.66,558.58,560.09,561.21,-0.49,-0.36000000000001364,37.22,-0.72,559.52,-0.19,558.83,555.7
2024-07-18 10:45:00,556.87,558.56,557.02,558.0,557.81,557.63,558.35,559.96,561.17,-0.53,-0.35000000000002274,41.4,-0.98,559.52,-0.21,557.68,555.64
2024-07-18 11:00:00,554.8,558.59,556.43,557.19,557.45,557.52,558.07,559.79,561.12,-0.73,-0.8799999999999955,33.18,-0.65,559.36,-0.54,557.14,554.79
2024-07-18 11:15:00,553.81,558.49,555.67,556.12,557.06,557.31,557.75,559.61,561.05,-0.95,-1.6299999999999955,30.11,0.03,559.09,-0.65,555.1,553.78
2024-07-18 11:30:00,553.62,558.37,555.06,555.07,556.69,557.15,557.58,559.42,560.97,-1.13,-2.509999999999991,29.54,0.42,558.67,-0.71,554.38,553.25
2024-07-18 11:45:00,552.94,558.22,554.41,554.41,556.13,556.93,557.37,559.22,560.89,-1.31,-2.9600000000000364,27.54,0.64,558.12,-0.92,553.88,552.75
2024-07-18 12:00:00,553.0,557.83,553.8,553.63,555.48,556.7,557.2,559.04,560.8,-1.43,-3.57000000000005,28.01,0.74,557.48,-0.77,553.56,552.58
2024-07-18 12:15:00,552.92,557.16,553.29,553.26,554.79,556.48,557.03,558.82,560.7,-1.52,-3.769999999999982,27.75,0.79,556.79,-0.72,553.07,552.38
2024-07-18 12:30:00,553.98,556.3,553.11,553.29,554.25,556.31,556.89,558.64,560.61,-1.48,-3.6000000000000227,36.04,0.74,556.09,-0.72,554.05,552.69
2024-07-18 12:45:00,554.29,555.35,553.15,553.43,554.03,556.13,556.77,558.47,560.52,-1.42,-3.340000000000032,38.27,0.63,555.49,-0.82,554.31,553.52
2024-07-18 13:00:00,554.42,555.01,553.12,553.72,553.75,555.96,556.66,558.3,560.44,-1.34,-2.939999999999941,39.23,0.44,555.0,-0.85,554.52,553.46
2024-07-18 13:15:00,554.37,554.36,553.27,554.0,553.71,555.8,556.54,558.13,560.35,-1.26,-2.5399999999999636,38.98,0.16,554.95,-0.8,554.95,554.18
2024-07-18 13:30:00,554.36,554.27,553.27,554.28,553.77,555.64,556.42,557.95,560.26,-1.19,-2.1399999999999864,38.92,-0.22,554.95,-0.34,554.81,554.17
2024-07-18 13:45:00,553.65,554.25,553.26,554.22,553.77,555.42,556.28,557.76,560.17,-1.18,-2.0599999999999454,35.23,-0.17,554.81,-0.58,554.79,553.49
2024-07-18 14:00:00,552.93,554.23,553.15,553.95,553.77,555.2,556.15,557.53,560.07,-1.21,-2.199999999999932,31.92,0.1,554.79,-0.34,553.74,552.78
2024-07-18 14:15:00,552.58,554.23,553.07,553.58,553.72,554.98,556.01,557.29,559.97,-1.25,-2.42999999999995,30.42,0.37,554.4,-0.22,553.46,552.57
2024-07-18 14:30:00,552.09,554.25,552.87,553.12,553.63,554.69,555.86,557.04,559.88,-1.31,-2.740000000000009,28.41,0.57,554.08,-0.28,552.87,551.86
2024-07-18 14:45:00,552.38,554.24,552.77,552.73,553.45,554.36,555.7,556.8,559.81,-1.31,-2.9700000000000273,31.3,0.64,553.68,-0.1,552.52,551.43
2024-07-18 15:00:00,550.89,554.17,552.22,552.17,553.07,553.95,555.52,556.53,559.7,-1.42,-3.3500000000000227,25.59,0.73,553.23,-0.38,552.84,550.43
2024-07-18 15:15:00,551.45,553.92,551.9,551.88,552.74,553.58,555.35,556.27,559.59,-1.45,-3.4700000000000273,30.71,0.74,552.84,-0.27,551.5,550.56
2024-07-18 15:30:00,552.51,553.64,551.8,551.86,552.54,553.39,555.2,556.13,559.49,-1.37,-3.340000000000032,39.23,0.64,550.43,-0.27,552.9,551.14
2024-07-18 15:45:00,552.66,553.34,551.76,551.98,552.35,553.18,555.06,555.98,559.39,-1.27,-3.0799999999999272,40.35,0.47,550.43,-0.29,553.85,552.02
2024-07-19 09:30:00,552.9,553.03,551.78,552.08,552.27,553.09,554.93,555.87,559.29,-1.17,-2.849999999999909,42.19,0.09,550.57,-0.27,554.08,551.8
2024-07-19 09:45:00,552.99,552.89,551.79,552.5,552.27,553.05,554.78,555.75,559.18,-1.06,-2.2799999999999727,42.89,-0.54,550.78,-0.25,553.55,552.31
2024-07-19 10:00:00,552.4,552.81,551.76,552.69,552.25,552.99,554.63,555.62,559.06,-1.02,-1.9399999999999409,39.48,-0.74,550.98,-0.35,553.29,552.28
2024-07-19 10:15:00,551.11,552.73,551.55,552.41,552.14,552.89,554.44,555.48,558.94,-1.07,-2.0300000000000864,33.24,-0.42,551.04,-0.46,553.09,551.04
2024-07-19 10:30:00,550.66,552.7,551.29,552.01,551.95,552.78,554.24,555.33,558.8,-1.14,-2.230000000000018,31.38,-0.0,554.08,-0.41,551.75,550.66
2024-07-19 10:45:00,551.12,552.59,551.15,551.66,551.98,552.69,554.03,555.18,558.68,-1.14,-2.3700000000000045,35.37,0.09,554.08,-0.26,551.52,550.67
2024-07-19 11:00:00,550.39,552.6,551.04,551.14,551.86,552.51,553.83,555.02,558.56,-1.19,-2.6900000000000546,32.17,0.33,553.94,-0.31,551.99,550.31
2024-07-19 11:15:00,549.65,552.59,550.68,550.58,551.54,552.28,553.61,554.85,558.42,-1.27,-3.0299999999999727,29.27,0.54,553.73,-0.5,551.34,549.59
2024-07-19 11:30:00,549.37,552.4,550.25,550.24,551.18,552.02,553.36,554.69,558.29,-1.35,-3.1200000000000045,28.25,0.67,553.39,-0.28,549.8,549.22
2024-07-19 11:45:00,551.06,552.17,550.16,550.32,550.97,551.86,553.13,554.56,558.18,-1.25,-2.8099999999999454,41.66,0.55,552.98,-0.07,551.07,549.3
2024-07-19 12:00:00,551.18,551.88,550.11,550.33,550.77,551.7,552.9,554.44,558.07,-1.16,-2.5699999999999363,42.48,0.34,552.6,-0.24,551.49,550.77
2024-07-19 12:15:00,550.07,551.41,550.0,550.27,550.51,551.52,552.64,554.28,557.95,-1.16,-2.3700000000000045,37.25,0.27,552.26,-0.47,551.47,549.97
2024-07-19 12:30:00,549.27,550.99,549.78,550.19,550.31,551.34,552.43,554.13,557.83,-1.21,-2.2399999999998954,34.01,0.31,551.96,-0.66,550.19,548.92
2024-07-19 12:45:00,549.36,550.83,549.59,550.19,550.16,551.18,552.21,553.97,557.72,-1.22,-2.019999999999982,34.69,0.32,551.59,-0.66,549.65,549.0
2024-07-19 13:00:00,548.63,550.73,549.29,549.7,549.89,551.0,552.03,553.79,557.59,-1.28,-2.3299999999999272,31.8,0.42,551.27,-0.68,549.35,548.31
2024-07-19 13:15:00,548.59,550.48,549.03,549.18,549.69,550.81,551.88,553.62,557.46,-1.32,-2.7000000000000455,31.64,0.51,550.86,-0.46,548.81,547.91
2024-07-19 13:30:00,548.33,550.34,548.77,548.84,549.54,550.69,551.72,553.44,557.33,-1.35,-2.8799999999999955,30.59,0.59,550.39,-0.42,549.02,548.09
2024-07-19 13:45:00,549.42,550.31,548.74,548.87,549.55,550.58,551.62,553.27,557.2,-1.27,-2.75,39.63,0.45,549.99,-0.31,549.44,548.34
2024-07-19 14:00:00,549.38,550.31,548.75,548.87,549.36,550.43,551.51,553.1,557.07,-1.2,-2.6399999999999864,39.43,0.3,549.66,-0.18,549.62,549.02
2024-07-19 14:15:00,548.69,549.97,548.62,548.88,549.08,550.23,551.39,552.92,556.93,-1.19,-2.509999999999991,36.0,0.3,547.91,-0.17,549.72,548.63
2024-07-19 14:30:00,548.06,549.47,548.49,548.78,548.86,549.99,551.21,552.73,556.81,-1.21,-2.4300000000000637,33.17,0.38,547.91,-0.24,548.93,548.06
2024-07-19 14:45:00,549.12,549.28,548.49,548.93,548.84,549.79,551.06,552.55,556.68,-1.13,-2.1299999999999955,41.51,0.12,547.98,-0.35,549.23,548.02
2024-07-19 15:00:00,549.97,549.42,548.48,549.04,548.91,549.67,550.93,552.41,556.55,-0.99,-1.8899999999999864,47.18,-0.51,548.02,-0.22,550.2,549.04
2024-07-19 15:15:00,549.99,549.55,548.49,549.17,549.06,549.62,550.8,552.27,556.42,-0.87,-1.6299999999999955,47.34,-0.99,548.15,-0.01,550.46,549.57
2024-07-19 15:30:00,548.43,549.54,548.45,549.11,549.04,549.5,550.63,552.08,556.28,-0.89,-1.5199999999999818,39.23,-0.93,548.33,-0.15,550.08,548.33
2024-07-19 15:45:00,548.95,549.57,548.5,549.29,549.11,549.4,550.49,551.88,556.15,-0.85,-1.2000000000000455,42.75,-0.95,550.46,-0.07,549.05,548.14
2024-07-22 09:30:00,553.53,550.78,548.33,550.17,549.57,549.55,550.51,551.76,556.05,-0.44,-0.34000000000003183,63.05,-0.62,548.14,0.89,553.96,552.28
2024-07-22 09:45:00,552.66,551.33,548.43,550.71,549.93,549.7,550.51,551.64,555.94,-0.19,0.20000000000004547,58.79,-0.15,548.14,0.74,554.41,552.51
2024-07-22 10:00:00,552.48,551.77,548.61,551.21,550.35,549.86,550.52,551.57,555.83,-0.0,0.6900000000000546,57.91,0.13,548.39,0.76,552.79,551.34
2024-07-22 10:15:00,553.2,552.32,548.95,552.16,550.93,549.97,550.54,551.49,555.72,0.2,1.6200000000000045,60.44,0.35,548.63,0.69,553.2,551.84
2024-07-22 10:30:00,554.35,553.02,549.52,553.24,551.51,550.12,550.64,551.48,555.64,0.45,2.6000000000000227,64.15,0.52,548.86,0.9,554.35,552.76
2024-07-22 10:45:00,553.77,553.47,549.99,553.29,551.93,550.31,550.71,551.48,555.54,0.59,2.5799999999999272,61.04,0.55,549.08,0.93,554.43,553.36
2024-07-22 11:00:00,553.37,553.78,550.37,553.43,552.3,550.51,550.74,551.48,555.45,0.67,2.689999999999941,58.92,0.53,549.41,0.97,554.46,552.79
2024-07-22 11:15:00,551.74,553.86,550.64,553.29,552.67,550.63,550.71,551.45,555.34,0.59,2.5799999999999272,51.13,0.3,549.81,0.48,553.62,551.7
2024-07-22 11:30:00,551.56,553.79,551.33,552.96,552.96,550.78,550.67,551.42,555.23,0.5,2.2900000000000773,50.34,-0.14,550.18,0.29,551.78,551.02
2024-07-22 11:45:00,551.76,553.61,552.08,552.44,552.77,550.94,550.64,551.4,555.11,0.45,1.8000000000000682,51.24,-0.66,550.52,0.32,551.9,551.09
2024-07-22 12:00:00,552.05,553.45,551.93,552.1,552.7,551.12,550.63,551.36,555.0,0.42,1.4700000000000273,52.59,-0.91,550.84,0.66,552.32,551.28
2024-07-22 12:15:00,552.15,553.42,551.87,551.85,552.66,551.26,550.66,551.32,554.9,0.4,1.1900000000000546,53.05,-0.99,551.13,0.58,552.42,551.99
2024-07-22 12:30:00,552.59,553.43,551.88,552.02,552.59,551.42,550.71,551.28,554.79,0.42,1.3099999999999454,55.23,-0.96,551.4,-0.17,552.62,551.8
2024-07-22 12:45:00,553.53,553.48,551.89,552.42,552.5,551.66,550.78,551.27,554.7,0.51,1.6399999999999864,59.51,-0.62,551.64,0.16,553.78,552.34
2024-07-22 13:00:00,554.14,553.43,551.9,552.89,552.54,551.97,550.89,551.26,554.61,0.61,2.0,62.04,-0.04,551.87,0.3,554.24,553.55
2024-07-22 13:15:00,554.14,553.51,551.9,553.31,552.63,552.22,551.03,551.27,554.51,0.69,2.2799999999999727,62.0,0.33,552.07,0.17,554.39,553.91
2024-07-22 13:30:00,554.24,553.67,551.91,553.73,552.91,552.43,551.17,551.3,554.41,0.75,2.560000000000059,62.47,0.55,552.26,-0.02,554.85,554.1
2024-07-22 13:45:00,554.52,553.99,552.14,554.11,553.23,552.66,551.27,551.34,554.31,0.82,2.840000000000032,63.73,0.67,552.52,0.13,554.72,554.12
2024-07-22 14:00:00,554.47,554.24,552.48,554.3,553.54,552.96,551.37,551.38,554.21,0.85,2.92999999999995,63.36,0.73,552.76,0.2,554.88,554.17
2024-07-22 14:15:00,554.58,554.44,552.84,554.39,553.82,553.24,551.5,551.43,554.12,0.88,2.8899999999999864,63.91,0.77,553.01,0.51,555.08,554.46
2024-07-22 14:30:00,555.08,554.68,553.2,554.58,554.14,553.32,551.67,551.51,554.02,0.93,2.910000000000082,66.42,0.81,553.3,0.64,555.27,554.56
2024-07-22 14:45:00,554.82,554.78,553.64,554.69,554.39,553.43,551.83,551.58,553.92,0.94,2.8600000000000136,63.89,0.79,553.62,0.55,555.23,554.82
2024-07-22 15:00:00,554.81,554.79,554.08,554.75,554.53,553.54,552.01,551.63,553.88,0.93,2.740000000000009,63.84,0.78,553.88,0.5,555.03,554.16
2024-07-22 15:15:00,554.52,554.78,554.28,554.76,554.57,553.61,552.19,551.66,553.82,0.89,2.5699999999999363,60.89,0.69,554.1,0.43,554.91,554.37
2024-07-22 15:30:00,554.97,554.86,554.37,554.84,554.67,553.64,552.38,551.7,553.78,0.89,2.4600000000000364,63.69,0.66,554.29,0.43,555.14,554.45
2024-07-22 15:45:00,554.65,554.87,554.46,554.75,554.71,553.68,552.54,551.74,553.74,0.85,2.2100000000000364,60.38,0.52,554.33,0.2,555.14,554.33
2024-07-23 09:30:00,555.62,555.09,554.52,554.91,554.84,553.8,552.72,551.8,553.71,0.89,2.189999999999941,66.13,0.54,555.66,0.27,555.66,554.13
2024-07-23 09:45:00,555.52,555.22,554.58,555.06,554.95,553.99,552.92,551.89,553.69,0.9,2.1399999999999864,65.08,0.53,554.13,0.25,555.81,554.94
2024-07-23 10:00:00,555.89,555.43,554.67,555.33,555.1,554.2,553.15,551.99,553.66,0.93,2.1800000000000637,67.16,0.58,554.13,0.3,556.3,555.26
2024-07-23 10:15:00,556.0,555.61,554.76,555.54,555.2,554.41,553.35,552.09,553.64,0.95,2.189999999999941,67.77,0.63,554.22,0.27,556.41,555.82
2024-07-23 10:30:00,555.37,555.64,554.79,555.68,555.26,554.58,553.51,552.19,553.61,0.9,2.169999999999959,60.77,0.51,554.35,0.16,556.17,555.34
2024-07-23 10:45:00,554.92,555.65,554.81,555.54,555.27,554.72,553.66,552.3,553.57,0.82,1.8799999999999955,56.3,0.19,556.41,0.06,555.42,554.28
2024-07-23 11:00:00,556.34,555.86,554.9,555.7,555.48,554.91,553.89,552.44,553.56,0.86,1.8100000000000591,65.02,0.27,556.41,0.23,556.34,554.9
2024-07-23 11:15:00,556.43,556.05,555.09,555.81,555.64,555.05,554.11,552.54,553.55,0.89,1.6999999999999318,65.51,0.33,554.28,0.29,556.73,556.21
2024-07-23 11:30:00,556.33,556.19,555.22,555.88,555.82,555.16,554.19,552.65,553.54,0.89,1.6899999999999409,64.47,0.35,554.28,0.27,556.65,556.28
2024-07-23 11:45:00,556.2,556.26,555.47,556.04,555.89,555.26,554.3,552.77,553.53,0.88,1.740000000000009,63.07,0.29,554.38,0.3,556.48,555.99
2024-07-23 12:00:00,556.28,556.33,555.53,556.32,555.97,555.37,554.41,552.91,553.52,0.86,1.9100000000000819,63.6,0.27,554.47,0.24,556.36,555.88
2024-07-23 12:15:00,555.07,556.33,555.43,556.06,555.88,555.39,554.46,553.02,553.5,0.74,1.599999999999909,51.62,-0.38,554.53,0.07,556.26,554.53
2024-07-23 12:30:00,554.82,556.3,555.25,555.74,555.75,555.41,554.48,553.15,553.47,0.62,1.259999999999991,49.59,-0.99,554.53,-0.14,555.12,554.57
2024-07-23 12:45:00,554.61,556.23,555.04,555.4,555.67,555.41,554.5,553.27,553.44,0.5,0.8999999999999773,47.85,-0.58,556.73,-0.16,555.15,554.18
2024-07-23 13:00:00,554.47,556.21,554.88,555.05,555.62,555.38,554.53,553.39,553.41,0.39,0.5199999999999818,46.72,0.06,556.73,-0.25,554.96,554.21
2024-07-23 13:15:00,554.76,556.2,554.86,554.75,555.44,555.38,554.62,553.5,553.38,0.32,0.12999999999999545,49.44,0.26,556.63,-0.22,555.0,554.36
2024-07-23 13:30:00,554.6,556.03,554.69,554.65,555.24,555.37,554.71,553.6,553.35,0.25,-0.06000000000005912,47.96,0.42,556.53,-0.14,554.93,554.27
2024-07-23 13:45:00,555.24,555.84,554.64,554.74,555.12,555.4,554.82,553.73,553.33,0.25,-0.08000000000004093,53.95,0.22,556.44,0.06,555.36,554.5
2024-07-23 14:00:00,555.33,555.65,554.62,554.88,555.02,555.42,554.91,553.88,553.3,0.24,-0.029999999999972715,54.69,-0.13,556.35,-0.18,555.55,555.19
2024-07-23 14:15:00,554.89,555.43,554.59,554.96,554.87,555.43,554.99,553.99,553.27,0.21,-0.029999999999972715,50.18,-0.22,556.26,-0.28,555.52,554.53
2024-07-23 14:30:00,554.98,555.1,554.65,555.01,554.86,555.4,555.06,554.09,553.25,0.18,-0.049999999999954525,51.08,-0.46,556.18,-0.24,555.39,554.79
2024-07-23 14:45:00,555.09,555.11,554.65,555.11,554.89,555.38,555.11,554.2,553.23,0.17,0.0,52.2,-0.77,556.1,-0.2,555.15,554.86
2024-07-23 15:00:00,555.06,555.13,554.67,555.07,554.94,555.34,555.14,554.33,553.2,0.15,-0.06999999999993634,51.85,-0.93,556.02,-0.22,555.16,554.81
2024-07-23 15:15:00,555.24,555.2,554.74,555.05,555.02,555.3,555.17,554.45,553.17,0.15,-0.12000000000000455,53.84,-0.98,555.95,0.03,555.35,554.75
2024-07-23 15:30:00,554.22,555.21,554.67,554.92,554.96,555.24,555.17,554.47,553.12,0.07,-0.25,43.04,-0.79,555.88,-0.11,555.15,553.76
2024-07-23 15:45:00,553.73,555.25,554.43,554.67,554.87,555.18,555.14,554.49,553.07,-0.03,-0.4700000000000273,38.94,-0.11,555.75,-0.16,554.74,553.28
2024-07-24 09:30:00,547.94,555.97,552.37,553.24,554.05,554.76,554.95,554.4,552.98,-0.57,-1.7100000000000364,17.7,0.5,555.55,-1.18,549.17,547.74
2024-07-24 09:45:00,546.76,555.88,550.77,551.58,553.1,554.28,554.72,554.27,552.88,-1.09,-3.1399999999999864,15.8,0.72,554.77,-1.44,548.35,546.33
2024-07-24 10:00:00,545.65,555.48,549.23,549.66,552.08,553.75,554.44,554.1,552.79,-1.57,-4.780000000000086,14.26,0.81,553.76,-1.61,546.9,545.53
2024-07-24 10:15:00,546.04,554.88,548.06,548.02,551.08,553.24,554.19,553.94,552.71,-1.89,-6.170000000000073,17.32,0.85,552.61,-1.66,546.11,545.43
2024-07-24 10:30:00,545.49,554.08,546.97,546.38,550.01,552.7,553.91,553.78,552.63,-2.17,-7.529999999999973,16.43,0.87,551.46,-1.77,546.19,545.4
2024-07-24 10:45:00,545.61,553.07,546.08,545.91,548.96,552.23,553.65,553.66,552.56,-2.35,-7.740000000000009,17.42,0.88,550.37,-1.67,545.85,545.27
2024-07-24 11:00:00,545.02,551.86,545.28,545.56,547.83,551.74,553.36,553.53,552.48,-2.52,-7.800000000000068,16.39,0.89,549.35,-1.79,545.68,544.8
2024-07-24 11:15:00,544.74,550.34,544.7,545.38,546.78,551.24,553.07,553.39,552.4,-2.64,-7.690000000000055,15.91,0.89,548.44,-1.86,545.1,544.23
2024-07-24 11:30:00,544.72,548.73,544.41,545.12,545.77,550.76,552.75,553.24,552.3,-2.71,-7.6299999999999955,15.87,0.89,547.6,-1.86,545.28,544.57
2024-07-24 11:45:00,544.39,546.49,544.78,544.9,545.38,550.24,552.42,553.09,552.2,-2.75,-7.519999999999982,15.26,0.89,546.92,-1.95,544.99,544.32
2024-07-24 12:00:00,544.51,545.9,544.69,544.68,545.13,549.73,552.08,552.93,552.11,-2.75,-7.400000000000091,16.52,0.89,546.39,-1.75,544.56,543.89
2024-07-24 12:15:00,544.2,545.54,544.54,544.51,544.97,549.18,551.74,552.74,552.0,-2.74,-7.230000000000018,15.86,0.88,545.89,-1.72,544.92,544.12
2024-07-24 12:30:00,543.73,545.41,544.28,544.31,544.71,548.6,551.39,552.53,551.9,-2.74,-7.080000000000041,14.89,0.88,545.49,-0.77,544.51,543.63
2024-07-24 12:45:00,543.9,545.13,544.13,544.15,544.54,548.05,551.07,552.33,551.8,-2.69,-6.920000000000073,16.87,0.88,545.12,-0.52,544.45,543.66
2024-07-24 13:00:00,544.68,544.99,544.11,544.2,544.43,547.54,550.73,552.14,551.72,-2.57,-6.529999999999973,25.43,0.82,544.89,-0.18,544.89,543.74
2024-07-24 13:15:00,544.3,544.74,544.1,544.16,544.35,547.0,550.37,551.93,551.63,-2.47,-6.210000000000036,24.14,0.76,543.63,-0.32,544.99,544.27
2024-07-24 13:30:00,544.82,544.7,544.1,544.29,544.36,546.48,550.03,551.74,551.56,-2.32,-5.740000000000009,29.43,0.61,543.63,-0.12,544.95,544.01
2024-07-24 13:45:00,543.88,544.62,544.01,544.32,544.27,545.92,549.67,551.52,551.48,-2.25,-5.349999999999909,25.89,0.53,543.68,-0.32,544.84,543.8
2024-07-24 14:00:00,543.99,544.53,543.95,544.33,544.22,545.41,549.31,551.3,551.41,-2.16,-4.9799999999999045,26.99,0.42,543.7,-0.19,544.19,543.7
2024-07-24 14:15:00,543.36,544.5,543.78,544.07,544.1,544.89,548.96,551.07,551.33,-2.12,-4.889999999999986,24.72,0.42,544.99,-0.25,544.12,543.18
2024-07-24 14:30:00,542.61,544.46,543.44,543.73,543.92,544.62,548.61,550.83,551.23,-2.12,-4.8799999999999955,22.3,0.51,544.99,-0.39,543.59,542.61
2024-07-24 14:45:00,542.48,544.4,543.15,543.26,543.78,544.41,548.25,550.59,551.13,-2.11,-4.990000000000009,21.9,0.6,544.89,-0.35,542.96,541.81
2024-07-24 15:00:00,542.07,544.37,542.85,542.9,543.58,544.23,547.88,550.33,551.02,-2.11,-4.980000000000018,20.64,0.69,544.71,-0.45,542.6,541.83
2024-07-24 15:15:00,541.65,544.28,542.48,542.43,543.24,544.01,547.5,550.07,550.9,-2.12,-5.07000000000005,19.42,0.76,544.54,-0.47,542.32,541.49
2024-07-24 15:30:00,542.09,544.0,542.25,542.18,542.99,543.84,547.13,549.8,550.8,-2.07,-4.9500000000000455,24.49,0.76,544.29,-0.3,542.9,541.55
2024-07-24 15:45:00,541.21,543.74,541.89,541.9,542.59,543.62,546.72,549.51,550.7,-2.07,-4.82000000000005,21.57,0.78,544.07,-0.49,542.32,540.29
2024-07-25 09:30:00,540.9,543.27,541.58,541.58,542.26,543.41,546.29,549.21,550.6,-2.08,-4.709999999999923,20.63,0.8,543.69,-0.69,541.62,540.11
2024-07-25 09:45:00,539.86,542.98,541.06,541.14,541.8,543.17,545.85,548.89,550.49,-2.14,-4.710000000000036,17.84,0.82,543.26,-0.82,541.27,539.61
2024-07-25 10:00:00,538.19,542.65,540.24,540.45,541.23,542.84,545.36,548.55,550.37,-2.3,-4.909999999999968,14.46,0.84,542.75,-1.22,539.63,537.45
2024-07-25 10:15:00,540.6,542.25,540.08,540.15,541.0,542.65,544.93,548.26,550.28,-2.21,-4.779999999999973,33.92,0.78,541.9,-0.6,540.72,538.08
2024-07-25 10:30:00,541.3,542.05,540.02,540.17,540.87,542.49,544.53,547.96,550.2,-2.05,-4.360000000000014,38.31,0.65,541.35,-0.49,541.35,540.02
2024-07-25 10:45:00,542.79,542.11,540.02,540.55,540.95,542.42,544.16,547.69,550.12,-1.79,-3.6100000000000136,46.47,0.29,537.45,-0.1,542.82,540.97
2024-07-25 11:00:00,543.85,542.49,540.0,541.35,541.2,542.43,543.85,547.44,550.04,-1.48,-2.5,51.39,-0.62,537.45,0.23,543.88,542.1
2024-07-25 11:15:00,543.23,542.75,540.06,542.35,541.33,542.39,543.55,547.18,549.97,-1.27,-1.1999999999999318,48.58,-0.99,537.71,0.14,544.63,542.92
2024-07-25 11:30:00,542.95,542.88,540.1,542.82,541.52,542.31,543.4,546.91,549.91,-1.11,-0.5799999999999272,47.3,-0.65,538.12,0.16,543.45,542.41
2024-07-25 11:45:00,543.97,543.28,540.24,543.36,541.86,542.29,543.32,546.69,549.86,-0.89,0.03999999999996362,52.18,-0.05,538.51,0.43,544.0,542.78
2024-07-25 12:00:00,545.07,543.89,540.47,543.81,542.44,542.3,543.3,546.5,549.82,-0.62,0.5099999999999909,56.79,0.37,538.88,0.55,545.09,543.3
2024-07-25 12:15:00,546.15,544.64,540.97,544.27,543.32,542.42,543.3,546.33,549.8,-0.32,0.9700000000000273,60.82,0.59,539.38,0.91,546.38,544.81
2024-07-25 12:30:00,546.47,545.16,542.11,544.92,543.97,542.54,543.33,546.17,549.78,-0.05,1.5899999999999181,61.95,0.68,540.08,1.03,546.64,545.6
2024-07-25 12:45:00,546.12,545.56,542.82,545.55,544.51,542.68,543.35,545.99,549.75,0.13,2.199999999999932,59.92,0.71,540.86,1.16,546.6,545.5
2024-07-25 13:00:00,546.46,545.92,543.49,546.05,544.92,542.87,543.39,545.83,549.72,0.3,2.659999999999968,61.25,0.73,541.56,1.54,547.46,545.93
